"Day","Hour","Metro","scaled"
5,21,"Los Angeles",39.4
5,22,"Los Angeles",35.8
5,23,"Los Angeles",24.7
6,0,"Los Angeles",12.5
6,1,"Los Angeles",7.1
6,2,"Los Angeles",5.5
6,3,"Los Angeles",0.7
6,4,"Los Angeles",0
6,5,"Los Angeles",3.9
6,6,"Los Angeles",17.1
6,7,"Los Angeles",35.8
6,8,"Los Angeles",51.4
6,9,"Los Angeles",67.6
6,10,"Los Angeles",69.9
6,11,"Los Angeles",80.3
6,12,"Los Angeles",84.7
6,13,"Los Angeles",91.1
6,14,"Los Angeles",100
6,15,"Los Angeles",96.4
6,16,"Los Angeles",96.8
6,17,"Los Angeles",93.8
6,18,"Los Angeles",79.9
6,19,"Los Angeles",57.8
6,20,"Los Angeles",45
6,21,"Los Angeles",39.7
6,22,"Los Angeles",35
6,23,"Los Angeles",24.5
7,0,"Los Angeles",19.6
7,1,"Los Angeles",11.7
7,2,"Los Angeles",8.3
7,3,"Los Angeles",1.4
7,4,"Los Angeles",0
7,5,"Los Angeles",3.1
7,6,"Los Angeles",12.8
7,7,"Los Angeles",27.3
7,8,"Los Angeles",44
7,9,"Los Angeles",65.1
7,10,"Los Angeles",69
7,11,"Los Angeles",79.9
7,12,"Los Angeles",89.8
7,13,"Los Angeles",94.6
7,14,"Los Angeles",94.1
7,15,"Los Angeles",96.5
7,16,"Los Angeles",100
7,17,"Los Angeles",92.5
7,18,"Los Angeles",78.1
7,19,"Los Angeles",58.8
7,20,"Los Angeles",47.3
7,21,"Los Angeles",39.7
7,22,"Los Angeles",28.8
7,23,"Los Angeles",17.9
3,0,"Denver",3.3
3,1,"Denver",0.7
3,2,"Denver",0
3,3,"Denver",1
3,4,"Denver",3.8
3,5,"Denver",11
3,6,"Denver",43
3,7,"Denver",79.5
3,8,"Denver",77.5
3,9,"Denver",73
3,10,"Denver",65.3
3,11,"Denver",69.4
3,12,"Denver",72.2
3,13,"Denver",77.2
3,14,"Denver",84.1
3,15,"Denver",100
3,16,"Denver",93.1
3,17,"Denver",87.7
3,18,"Denver",64.3
3,19,"Denver",42.3
3,20,"Denver",30.8
3,21,"Denver",24.2
3,22,"Denver",17.8
3,23,"Denver",12.7
4,0,"Denver",11.5
4,1,"Denver",6.7
4,2,"Denver",3.1
4,3,"Denver",0
4,4,"Denver",0.5
4,5,"Denver",2.9
4,6,"Denver",13
4,7,"Denver",26
4,8,"Denver",37.2
4,9,"Denver",55.8
4,10,"Denver",64.1
4,11,"Denver",86.2
4,12,"Denver",100
4,13,"Denver",92.6
4,14,"Denver",80.5
4,15,"Denver",80.6
4,16,"Denver",76.3
4,17,"Denver",78.7
4,18,"Denver",78.5
4,19,"Denver",60.4
4,20,"Denver",51
4,21,"Denver",40
4,22,"Denver",24.9
4,23,"Denver",13.6
5,0,"Denver",5.4
5,1,"Denver",1.7
5,2,"Denver",0.2
5,3,"Denver",0
5,4,"Denver",1.5
5,5,"Denver",6
5,6,"Denver",23.1
5,7,"Denver",46.8
5,8,"Denver",59.1
5,9,"Denver",74.1
5,10,"Denver",72.5
5,11,"Denver",81.4
5,12,"Denver",88.7
5,13,"Denver",86.7
5,14,"Denver",85.7
5,15,"Denver",100
5,16,"Denver",94.2
5,17,"Denver",96.7
5,18,"Denver",81.7
5,19,"Denver",55.6
5,20,"Denver",42.8
5,21,"Denver",33.4
5,22,"Denver",26.7
5,23,"Denver",17
6,0,"Denver",8.5
6,1,"Denver",5.2
6,2,"Denver",3.3
6,3,"Denver",0
6,4,"Denver",0.4
6,5,"Denver",2.9
6,6,"Denver",14.3
6,7,"Denver",33.3
6,8,"Denver",50.9
6,9,"Denver",70.4
6,10,"Denver",71.4
6,11,"Denver",80.1
6,12,"Denver",85.7
6,13,"Denver",85.3
6,14,"Denver",85.8
6,15,"Denver",100
6,16,"Denver",94.4
6,17,"Denver",96.7
6,18,"Denver",80.9
6,19,"Denver",56.3
6,20,"Denver",41.4
6,21,"Denver",33.1
6,22,"Denver",27.4
6,23,"Denver",22.7
7,0,"Denver",13.8
7,1,"Denver",8.5
7,2,"Denver",4.8
7,3,"Denver",0
7,4,"Denver",0
7,5,"Denver",2.7
7,6,"Denver",11.5
7,7,"Denver",26.4
7,8,"Denver",44.9
7,9,"Denver",64.4
7,10,"Denver",64.8
7,11,"Denver",74.8
7,12,"Denver",84.3
7,13,"Denver",86.9
7,14,"Denver",85.6
7,15,"Denver",100
7,16,"Denver",95.1
7,17,"Denver",91.6
7,18,"Denver",67.6
7,19,"Denver",39.1
7,20,"Denver",28.6
7,21,"Denver",22.2
7,22,"Denver",18.5
7,23,"Denver",20.9
3,0,"Boston",5.3
3,1,"Boston",1.4
3,2,"Boston",0
3,3,"Boston",0.3
3,4,"Boston",4.2
3,5,"Boston",16.7
3,6,"Boston",51.4
3,7,"Boston",84.8
3,8,"Boston",79.4
3,9,"Boston",66.4
3,10,"Boston",58
3,11,"Boston",65.6
3,12,"Boston",76.7
3,13,"Boston",81.3
3,14,"Boston",86.5
3,15,"Boston",100
3,16,"Boston",94.2
3,17,"Boston",75.9
3,18,"Boston",51
3,19,"Boston",40.3
3,20,"Boston",31.4
3,21,"Boston",25.2
3,22,"Boston",18.7
3,23,"Boston",13.8
4,0,"Boston",10.9
4,1,"Boston",7
4,2,"Boston",2.8
4,3,"Boston",0.1
4,4,"Boston",0
4,5,"Boston",2.1
4,6,"Boston",9.2
4,7,"Boston",19.4
4,8,"Boston",28.2
4,9,"Boston",43
4,10,"Boston",53.6
4,11,"Boston",77
4,12,"Boston",100
4,13,"Boston",94.3
4,14,"Boston",62
4,15,"Boston",57
4,16,"Boston",63.6
4,17,"Boston",69.9
4,18,"Boston",64.4
4,19,"Boston",57.8
4,20,"Boston",52.8
4,21,"Boston",38.9
4,22,"Boston",26.7
4,23,"Boston",18.4
5,0,"Boston",9.8
5,1,"Boston",3.4
5,2,"Boston",1.4
5,3,"Boston",0
5,4,"Boston",1.5
5,5,"Boston",8.7
5,6,"Boston",26.3
5,7,"Boston",43.8
5,8,"Boston",52.1
5,9,"Boston",63.6
5,10,"Boston",67.7
5,11,"Boston",79.7
5,12,"Boston",86.2
5,13,"Boston",87.7
5,14,"Boston",92.8
5,15,"Boston",100
5,16,"Boston",97.8
5,17,"Boston",87.5
5,18,"Boston",65.6
5,19,"Boston",50.5
5,20,"Boston",39.1
5,21,"Boston",32.4
5,22,"Boston",27.4
5,23,"Boston",20.3
6,0,"Boston",13.6
6,1,"Boston",8.1
6,2,"Boston",4.6
6,3,"Boston",0.6
6,4,"Boston",0
6,5,"Boston",3.4
6,6,"Boston",16.8
6,7,"Boston",32.5
6,8,"Boston",47.1
6,9,"Boston",64
6,10,"Boston",70.5
6,11,"Boston",83.3
6,12,"Boston",89.8
6,13,"Boston",89.4
6,14,"Boston",90.2
6,15,"Boston",99.2
6,16,"Boston",100
6,17,"Boston",93.8
6,18,"Boston",75.2
6,19,"Boston",59.8
6,20,"Boston",47.8
6,21,"Boston",39.3
6,22,"Boston",32.9
6,23,"Boston",24.4
7,0,"Boston",16.1
7,1,"Boston",11.6
7,2,"Boston",6.5
7,3,"Boston",1.3
7,4,"Boston",0
7,5,"Boston",1.9
7,6,"Boston",10.2
7,7,"Boston",21.3
7,8,"Boston",35.9
7,9,"Boston",55
7,10,"Boston",62.8
7,11,"Boston",76.9
7,12,"Boston",88.5
7,13,"Boston",92
7,14,"Boston",90.3
7,15,"Boston",100
7,16,"Boston",95.6
7,17,"Boston",74.7
7,18,"Boston",54.9
7,19,"Boston",43.2
7,20,"Boston",37.6
7,21,"Boston",23.8
7,22,"Boston",15.8
7,23,"Boston",8.7
3,0,"Orlando",7.1
3,1,"Orlando",2.2
3,2,"Orlando",0.2
3,3,"Orlando",0
3,4,"Orlando",3
3,5,"Orlando",9.7
3,6,"Orlando",32.7
3,7,"Orlando",64.2
3,8,"Orlando",72.5
3,9,"Orlando",75.8
3,10,"Orlando",73.4
3,11,"Orlando",76.1
3,12,"Orlando",79.4
3,13,"Orlando",81.6
3,14,"Orlando",82.4
3,15,"Orlando",97.2
3,16,"Orlando",100
3,17,"Orlando",95.2
3,18,"Orlando",79.1
3,19,"Orlando",62.1
3,20,"Orlando",47.8
3,21,"Orlando",41
3,22,"Orlando",33.9
3,23,"Orlando",24.2
4,0,"Orlando",20.1
4,1,"Orlando",9.1
4,2,"Orlando",4.7
4,3,"Orlando",0.6
4,4,"Orlando",0
4,5,"Orlando",2.9
4,6,"Orlando",13.5
4,7,"Orlando",28.3
4,8,"Orlando",45.6
4,9,"Orlando",68.6
4,10,"Orlando",79.3
4,11,"Orlando",93
4,12,"Orlando",100
4,13,"Orlando",95.5
4,14,"Orlando",87.8
4,15,"Orlando",91.5
4,16,"Orlando",90.8
4,17,"Orlando",91.3
4,18,"Orlando",86.3
4,19,"Orlando",77.4
4,20,"Orlando",68
4,21,"Orlando",57.9
4,22,"Orlando",44.1
4,23,"Orlando",30.9
5,0,"Orlando",13
5,1,"Orlando",5.2
5,2,"Orlando",1
5,3,"Orlando",0
5,4,"Orlando",1.5
5,5,"Orlando",6.4
5,6,"Orlando",21.1
5,7,"Orlando",43.5
5,8,"Orlando",59.1
5,9,"Orlando",75.8
5,10,"Orlando",80.2
5,11,"Orlando",89.1
5,12,"Orlando",91.5
5,13,"Orlando",92
5,14,"Orlando",91.2
5,15,"Orlando",100
5,16,"Orlando",98.6
5,17,"Orlando",97.9
5,18,"Orlando",85.3
5,19,"Orlando",68.5
5,20,"Orlando",53.7
5,21,"Orlando",45.2
5,22,"Orlando",40.4
5,23,"Orlando",28.7
6,0,"Orlando",17.3
6,1,"Orlando",6.2
6,2,"Orlando",2.1
6,3,"Orlando",0
6,4,"Orlando",1.2
6,5,"Orlando",5.2
6,6,"Orlando",17.1
6,7,"Orlando",36.3
6,8,"Orlando",58.7
6,9,"Orlando",80.3
6,10,"Orlando",89.9
6,11,"Orlando",99.4
6,12,"Orlando",97.8
6,13,"Orlando",94.1
6,14,"Orlando",90.9
6,15,"Orlando",98
6,16,"Orlando",100
6,17,"Orlando",98
6,18,"Orlando",85.2
6,19,"Orlando",74.7
6,20,"Orlando",59.8
6,21,"Orlando",47.9
6,22,"Orlando",40.7
6,23,"Orlando",28.5
7,0,"Orlando",16.1
7,1,"Orlando",5.7
7,2,"Orlando",2.6
7,3,"Orlando",0
7,4,"Orlando",0.7
7,5,"Orlando",2.9
7,6,"Orlando",11.5
7,7,"Orlando",26
7,8,"Orlando",44.1
7,9,"Orlando",66.4
7,10,"Orlando",76.6
7,11,"Orlando",91.3
7,12,"Orlando",95.6
7,13,"Orlando",99.9
7,14,"Orlando",95.1
7,15,"Orlando",100
7,16,"Orlando",97.8
7,17,"Orlando",94.6
7,18,"Orlando",77.8
7,19,"Orlando",60.6
7,20,"Orlando",47.6
7,21,"Orlando",36.3
7,22,"Orlando",24.3
7,23,"Orlando",11.9
3,0,"Houston",4.1
3,1,"Houston",0.9
3,2,"Houston",0
3,3,"Houston",0
3,4,"Houston",2.8
3,5,"Houston",11.9
3,6,"Houston",39.7
3,7,"Houston",67
3,8,"Houston",70.4
3,9,"Houston",71.2
3,10,"Houston",66.4
3,11,"Houston",72.8
3,12,"Houston",79.2
3,13,"Houston",81.9
3,14,"Houston",87.1
3,15,"Houston",100
3,16,"Houston",95.4
3,17,"Houston",78.5
3,18,"Houston",71.3
3,19,"Houston",51.2
3,20,"Houston",38.3
3,21,"Houston",30.8
3,22,"Houston",22.4
3,23,"Houston",14.2
4,0,"Houston",13.5
4,1,"Houston",5.8
4,2,"Houston",3.5
4,3,"Houston",0
4,4,"Houston",0
4,5,"Houston",3.4
4,6,"Houston",15.7
4,7,"Houston",34
4,8,"Houston",49
4,9,"Houston",64.3
4,10,"Houston",75.8
4,11,"Houston",95.2
4,12,"Houston",100
4,13,"Houston",90.8
4,14,"Houston",81.9
4,15,"Houston",90
4,16,"Houston",95.1
4,17,"Houston",91.5
4,18,"Houston",90.5
4,19,"Houston",69.2
4,20,"Houston",55.4
4,21,"Houston",44.9
4,22,"Houston",35.6
4,23,"Houston",24.5
5,0,"Houston",12.1
5,1,"Houston",4.9
5,2,"Houston",1.7
5,3,"Houston",0
5,4,"Houston",1
5,5,"Houston",5.5
5,6,"Houston",19.6
5,7,"Houston",39.7
5,8,"Houston",53.8
5,9,"Houston",69.2
5,10,"Houston",70.9
5,11,"Houston",81.9
5,12,"Houston",88.6
5,13,"Houston",90.3
5,14,"Houston",88.3
5,15,"Houston",100
5,16,"Houston",97.8
5,17,"Houston",86.9
5,18,"Houston",88.1
5,19,"Houston",64.2
5,20,"Houston",48
5,21,"Houston",39.5
5,22,"Houston",31.8
5,23,"Houston",21.5
6,0,"Houston",11.4
6,1,"Houston",5.3
6,2,"Houston",4.2
6,3,"Houston",0.5
6,4,"Houston",0
6,5,"Houston",3.4
6,6,"Houston",13.7
6,7,"Houston",31.2
6,8,"Houston",49.2
6,9,"Houston",69
6,10,"Houston",71.3
6,11,"Houston",80.9
6,12,"Houston",86.8
6,13,"Houston",88.2
6,14,"Houston",86
6,15,"Houston",98.8
6,16,"Houston",100
6,17,"Houston",91.5
6,18,"Houston",94.7
6,19,"Houston",69.6
6,20,"Houston",50.9
6,21,"Houston",42.2
6,22,"Houston",33
6,23,"Houston",23.6
7,0,"Houston",14.4
7,1,"Houston",7.7
7,2,"Houston",7
7,3,"Houston",1.8
7,4,"Houston",0
7,5,"Houston",1.9
7,6,"Houston",8.5
7,7,"Houston",20.4
7,8,"Houston",36.4
7,9,"Houston",56.8
7,10,"Houston",59.7
7,11,"Houston",67.7
7,12,"Houston",76.5
7,13,"Houston",80
7,14,"Houston",82.3
7,15,"Houston",99.5
7,16,"Houston",100
7,17,"Houston",82.7
7,18,"Houston",76.6
7,19,"Houston",52.3
7,20,"Houston",37
7,21,"Houston",26
7,22,"Houston",16.4
7,23,"Houston",9.2
3,0,"Minneapolis",3.4
3,1,"Minneapolis",1
3,2,"Minneapolis",0
3,3,"Minneapolis",0.1
3,4,"Minneapolis",2.6
3,5,"Minneapolis",11.1
3,6,"Minneapolis",43.1
3,7,"Minneapolis",78.4
3,8,"Minneapolis",69.3
3,9,"Minneapolis",64.2
3,10,"Minneapolis",56.3
3,11,"Minneapolis",60
3,12,"Minneapolis",64.9
3,13,"Minneapolis",63.4
3,14,"Minneapolis",70.4
3,15,"Minneapolis",94.1
3,16,"Minneapolis",100
3,17,"Minneapolis",80.3
3,18,"Minneapolis",62.1
3,19,"Minneapolis",40
3,20,"Minneapolis",30
3,21,"Minneapolis",24.6
3,22,"Minneapolis",16.3
3,23,"Minneapolis",11.5
4,0,"Minneapolis",10.9
4,1,"Minneapolis",6.6
4,2,"Minneapolis",3.9
4,3,"Minneapolis",0.4
4,4,"Minneapolis",0
4,5,"Minneapolis",1.6
4,6,"Minneapolis",9.1
4,7,"Minneapolis",19.4
4,8,"Minneapolis",31.1
4,9,"Minneapolis",52.6
4,10,"Minneapolis",72.4
4,11,"Minneapolis",100
4,12,"Minneapolis",85.1
4,13,"Minneapolis",64.5
4,14,"Minneapolis",56.9
4,15,"Minneapolis",79.6
4,16,"Minneapolis",81.9
4,17,"Minneapolis",73.1
4,18,"Minneapolis",68
4,19,"Minneapolis",56.1
4,20,"Minneapolis",44.8
4,21,"Minneapolis",33.9
4,22,"Minneapolis",22.7
4,23,"Minneapolis",13.6
5,0,"Minneapolis",7.5
5,1,"Minneapolis",2.9
5,2,"Minneapolis",0.8
5,3,"Minneapolis",0
5,4,"Minneapolis",2.2
5,5,"Minneapolis",7.6
5,6,"Minneapolis",23.8
5,7,"Minneapolis",46
5,8,"Minneapolis",58.3
5,9,"Minneapolis",74.5
5,10,"Minneapolis",73
5,11,"Minneapolis",83.9
5,12,"Minneapolis",89.3
5,13,"Minneapolis",91.2
5,14,"Minneapolis",89.8
5,15,"Minneapolis",100
5,16,"Minneapolis",98.4
5,17,"Minneapolis",84.3
5,18,"Minneapolis",76.3
5,19,"Minneapolis",54.5
5,20,"Minneapolis",40.6
5,21,"Minneapolis",33.7
5,22,"Minneapolis",27.1
5,23,"Minneapolis",17.5
6,0,"Minneapolis",10.3
6,1,"Minneapolis",5.7
6,2,"Minneapolis",4.5
6,3,"Minneapolis",0.5
6,4,"Minneapolis",0
6,5,"Minneapolis",1.8
6,6,"Minneapolis",10
6,7,"Minneapolis",24.9
6,8,"Minneapolis",45.3
6,9,"Minneapolis",67.9
6,10,"Minneapolis",69.5
6,11,"Minneapolis",81.8
6,12,"Minneapolis",87.2
6,13,"Minneapolis",86.7
6,14,"Minneapolis",84.8
6,15,"Minneapolis",100
6,16,"Minneapolis",99.1
6,17,"Minneapolis",83.1
6,18,"Minneapolis",78.6
6,19,"Minneapolis",55.5
6,20,"Minneapolis",42.9
6,21,"Minneapolis",36.4
6,22,"Minneapolis",27.6
6,23,"Minneapolis",19.3
7,0,"Minneapolis",14.5
7,1,"Minneapolis",8.7
7,2,"Minneapolis",6.8
7,3,"Minneapolis",1.4
7,4,"Minneapolis",0
7,5,"Minneapolis",1
7,6,"Minneapolis",6.5
7,7,"Minneapolis",16.4
7,8,"Minneapolis",32.8
7,9,"Minneapolis",53.6
7,10,"Minneapolis",59
7,11,"Minneapolis",71.2
7,12,"Minneapolis",84.5
7,13,"Minneapolis",85.7
7,14,"Minneapolis",84.3
7,15,"Minneapolis",100
7,16,"Minneapolis",96.1
7,17,"Minneapolis",75.4
7,18,"Minneapolis",64.3
7,19,"Minneapolis",41.7
7,20,"Minneapolis",28.6
7,21,"Minneapolis",20.2
7,22,"Minneapolis",11.9
7,23,"Minneapolis",5.9
3,0,"Chicago",4
3,1,"Chicago",1
3,2,"Chicago",0
3,3,"Chicago",0.6
3,4,"Chicago",4.7
3,5,"Chicago",16.1
3,6,"Chicago",42.8
3,7,"Chicago",68.8
3,8,"Chicago",68.1
3,9,"Chicago",62.7
3,10,"Chicago",56.9
3,11,"Chicago",63.9
3,12,"Chicago",70.2
3,13,"Chicago",73.2
3,14,"Chicago",81.6
3,15,"Chicago",98.6
3,16,"Chicago",100
3,17,"Chicago",83.5
3,18,"Chicago",70.1
3,19,"Chicago",50.3
3,20,"Chicago",37.7
3,21,"Chicago",30.1
3,22,"Chicago",22.6
3,23,"Chicago",15.6
4,0,"Chicago",15.1
4,1,"Chicago",8.9
4,2,"Chicago",5.2
4,3,"Chicago",0.4
4,4,"Chicago",0
4,5,"Chicago",2.7
4,6,"Chicago",12.8
4,7,"Chicago",24.6
4,8,"Chicago",34.8
4,9,"Chicago",48.6
4,10,"Chicago",54.1
4,11,"Chicago",69.4
4,12,"Chicago",82.2
4,13,"Chicago",89.9
4,14,"Chicago",94
4,15,"Chicago",100
4,16,"Chicago",88.5
4,17,"Chicago",70.3
4,18,"Chicago",67.7
4,19,"Chicago",62
4,20,"Chicago",59.3
4,21,"Chicago",51.8
4,22,"Chicago",39.6
4,23,"Chicago",25.4
5,0,"Chicago",13.1
5,1,"Chicago",5.7
5,2,"Chicago",1.4
5,3,"Chicago",0
5,4,"Chicago",2.1
5,5,"Chicago",9.7
5,6,"Chicago",26.4
5,7,"Chicago",45.5
5,8,"Chicago",53.3
5,9,"Chicago",64.7
5,10,"Chicago",65.1
5,11,"Chicago",74.2
5,12,"Chicago",80.7
5,13,"Chicago",85
5,14,"Chicago",87.8
5,15,"Chicago",100
5,16,"Chicago",98.6
5,17,"Chicago",85.6
5,18,"Chicago",79.6
5,19,"Chicago",58.2
5,20,"Chicago",45.2
5,21,"Chicago",38.4
5,22,"Chicago",32.9
5,23,"Chicago",23.1
6,0,"Chicago",11.3
6,1,"Chicago",5.6
6,2,"Chicago",2.5
6,3,"Chicago",0
6,4,"Chicago",0.4
6,5,"Chicago",3
6,6,"Chicago",13.9
6,7,"Chicago",31
6,8,"Chicago",45.6
6,9,"Chicago",61.8
6,10,"Chicago",63.7
6,11,"Chicago",71.5
6,12,"Chicago",77.2
6,13,"Chicago",79.9
6,14,"Chicago",81.4
6,15,"Chicago",95.9
6,16,"Chicago",100
6,17,"Chicago",88.4
6,18,"Chicago",85.1
6,19,"Chicago",60.8
6,20,"Chicago",47.4
6,21,"Chicago",40.4
6,22,"Chicago",32.7
6,23,"Chicago",24.6
7,0,"Chicago",15.5
7,1,"Chicago",8.5
7,2,"Chicago",4.3
7,3,"Chicago",1.3
7,4,"Chicago",0
7,5,"Chicago",1.4
7,6,"Chicago",8.6
7,7,"Chicago",19.2
7,8,"Chicago",32.3
7,9,"Chicago",49.6
7,10,"Chicago",54.4
7,11,"Chicago",65
7,12,"Chicago",73.8
7,13,"Chicago",79.2
7,14,"Chicago",84.6
7,15,"Chicago",100
7,16,"Chicago",96.9
7,17,"Chicago",77.4
7,18,"Chicago",66.1
7,19,"Chicago",46.5
7,20,"Chicago",32.9
7,21,"Chicago",23
7,22,"Chicago",13.8
7,23,"Chicago",6.7
3,0,"Charlotte",3.5
3,1,"Charlotte",1.4
3,2,"Charlotte",0.5
3,3,"Charlotte",0
3,4,"Charlotte",2.2
3,5,"Charlotte",8.6
3,6,"Charlotte",35.3
3,7,"Charlotte",70.1
3,8,"Charlotte",68.5
3,9,"Charlotte",66.4
3,10,"Charlotte",63.7
3,11,"Charlotte",70.4
3,12,"Charlotte",79.6
3,13,"Charlotte",83.9
3,14,"Charlotte",85.4
3,15,"Charlotte",99.1
3,16,"Charlotte",100
3,17,"Charlotte",89.3
3,18,"Charlotte",66.6
3,19,"Charlotte",48.4
3,20,"Charlotte",36.9
3,21,"Charlotte",28.5
3,22,"Charlotte",21
3,23,"Charlotte",13.6
4,0,"Charlotte",14.8
4,1,"Charlotte",6.1
4,2,"Charlotte",3.2
4,3,"Charlotte",0
4,4,"Charlotte",0.3
4,5,"Charlotte",2.7
4,6,"Charlotte",13.1
4,7,"Charlotte",28.9
4,8,"Charlotte",41.6
4,9,"Charlotte",60
4,10,"Charlotte",70.1
4,11,"Charlotte",93.3
4,12,"Charlotte",100
4,13,"Charlotte",84.9
4,14,"Charlotte",75.2
4,15,"Charlotte",84.2
4,16,"Charlotte",82.5
4,17,"Charlotte",77.7
4,18,"Charlotte",64.9
4,19,"Charlotte",53
4,20,"Charlotte",49.9
4,21,"Charlotte",37.6
4,22,"Charlotte",27.2
4,23,"Charlotte",16.5
5,0,"Charlotte",9.1
5,1,"Charlotte",3.2
5,2,"Charlotte",0.8
5,3,"Charlotte",0
5,4,"Charlotte",1.1
5,5,"Charlotte",5.1
5,6,"Charlotte",20.2
5,7,"Charlotte",42.9
5,8,"Charlotte",55.5
5,9,"Charlotte",68.9
5,10,"Charlotte",71.8
5,11,"Charlotte",80.6
5,12,"Charlotte",88.2
5,13,"Charlotte",90.5
5,14,"Charlotte",90.6
5,15,"Charlotte",100
5,16,"Charlotte",97.9
5,17,"Charlotte",94.4
5,18,"Charlotte",76.7
5,19,"Charlotte",56.8
5,20,"Charlotte",41.7
5,21,"Charlotte",34.7
5,22,"Charlotte",30.5
5,23,"Charlotte",20
6,0,"Charlotte",8.5
6,1,"Charlotte",4.3
6,2,"Charlotte",3.3
6,3,"Charlotte",0.3
6,4,"Charlotte",0
6,5,"Charlotte",2.8
6,6,"Charlotte",12.6
6,7,"Charlotte",27.7
6,8,"Charlotte",43.8
6,9,"Charlotte",62.4
6,10,"Charlotte",67.5
6,11,"Charlotte",80.3
6,12,"Charlotte",88
6,13,"Charlotte",87.7
6,14,"Charlotte",85.5
6,15,"Charlotte",96.5
6,16,"Charlotte",100
6,17,"Charlotte",93.8
6,18,"Charlotte",76.5
6,19,"Charlotte",60.9
6,20,"Charlotte",43.7
6,21,"Charlotte",34.5
6,22,"Charlotte",28.8
6,23,"Charlotte",19.1
7,0,"Charlotte",10.8
7,1,"Charlotte",5
7,2,"Charlotte",4.8
7,3,"Charlotte",0.8
7,4,"Charlotte",0
7,5,"Charlotte",2.1
7,6,"Charlotte",9.5
7,7,"Charlotte",20.9
7,8,"Charlotte",34.3
7,9,"Charlotte",53.4
7,10,"Charlotte",55.6
7,11,"Charlotte",67
7,12,"Charlotte",82.2
7,13,"Charlotte",88.8
7,14,"Charlotte",88.5
7,15,"Charlotte",100
7,16,"Charlotte",97.1
7,17,"Charlotte",84.2
7,18,"Charlotte",62.2
7,19,"Charlotte",46
7,20,"Charlotte",35.4
7,21,"Charlotte",24.7
7,22,"Charlotte",15.8
7,23,"Charlotte",8.2
3,0,"Sacramento",4.1
3,1,"Sacramento",1.3
3,2,"Sacramento",0
3,3,"Sacramento",0.8
3,4,"Sacramento",4.2
3,5,"Sacramento",9.9
3,6,"Sacramento",33.9
3,7,"Sacramento",64.3
3,8,"Sacramento",63.5
3,9,"Sacramento",65
3,10,"Sacramento",61
3,11,"Sacramento",67.4
3,12,"Sacramento",76.7
3,13,"Sacramento",81.4
3,14,"Sacramento",85.5
3,15,"Sacramento",95
3,16,"Sacramento",100
3,17,"Sacramento",90.1
3,18,"Sacramento",70.1
3,19,"Sacramento",47
3,20,"Sacramento",36.3
3,21,"Sacramento",30.2
3,22,"Sacramento",25.3
3,23,"Sacramento",15.9
4,0,"Sacramento",11.7
4,1,"Sacramento",5.9
4,2,"Sacramento",2.4
4,3,"Sacramento",0
4,4,"Sacramento",0.6
4,5,"Sacramento",1.8
4,6,"Sacramento",11.1
4,7,"Sacramento",26.9
4,8,"Sacramento",43.5
4,9,"Sacramento",62.5
4,10,"Sacramento",66.3
4,11,"Sacramento",85.4
4,12,"Sacramento",99
4,13,"Sacramento",100
4,14,"Sacramento",90.3
4,15,"Sacramento",83.8
4,16,"Sacramento",73.6
4,17,"Sacramento",69.3
4,18,"Sacramento",62.8
4,19,"Sacramento",52.9
4,20,"Sacramento",46.6
4,21,"Sacramento",39.2
4,22,"Sacramento",26.5
4,23,"Sacramento",15.1
5,0,"Sacramento",8.6
5,1,"Sacramento",3.4
5,2,"Sacramento",0.9
5,3,"Sacramento",0
5,4,"Sacramento",1.5
5,5,"Sacramento",5.1
5,6,"Sacramento",16.3
5,7,"Sacramento",33.7
5,8,"Sacramento",47.5
5,9,"Sacramento",67.3
5,10,"Sacramento",73.1
5,11,"Sacramento",87.4
5,12,"Sacramento",96.4
5,13,"Sacramento",95.7
5,14,"Sacramento",94.6
5,15,"Sacramento",96.1
5,16,"Sacramento",100
5,17,"Sacramento",91.3
5,18,"Sacramento",76
5,19,"Sacramento",48.7
5,20,"Sacramento",35.1
5,21,"Sacramento",28.9
5,22,"Sacramento",25.9
5,23,"Sacramento",15.8
6,0,"Sacramento",8.7
6,1,"Sacramento",6.8
6,2,"Sacramento",3.6
6,3,"Sacramento",0.3
6,4,"Sacramento",0
6,5,"Sacramento",2.1
6,6,"Sacramento",9.6
6,7,"Sacramento",26.1
6,8,"Sacramento",44.2
6,9,"Sacramento",67.1
6,10,"Sacramento",74.7
6,11,"Sacramento",89.6
6,12,"Sacramento",96
6,13,"Sacramento",100
6,14,"Sacramento",94
6,15,"Sacramento",92.8
6,16,"Sacramento",95.9
6,17,"Sacramento",88
6,18,"Sacramento",73.9
6,19,"Sacramento",51.4
6,20,"Sacramento",39.3
6,21,"Sacramento",35.3
6,22,"Sacramento",28.2
6,23,"Sacramento",18.6
7,0,"Sacramento",11.1
7,1,"Sacramento",7
7,2,"Sacramento",3.3
7,3,"Sacramento",0.4
7,4,"Sacramento",0
7,5,"Sacramento",1.2
7,6,"Sacramento",8.8
7,7,"Sacramento",21.7
7,8,"Sacramento",37.1
7,9,"Sacramento",59.4
7,10,"Sacramento",61.2
7,11,"Sacramento",74.2
7,12,"Sacramento",86.9
7,13,"Sacramento",91.4
7,14,"Sacramento",91.9
7,15,"Sacramento",95.8
7,16,"Sacramento",100
7,17,"Sacramento",90
7,18,"Sacramento",70.6
7,19,"Sacramento",49.5
