"gcid","metro","hourNumber","scaled"
"grocery_store","Atlanta",1,6.7
"grocery_store","Atlanta",2,3.3
"grocery_store","Atlanta",3,1.2
"grocery_store","Atlanta",4,0.9
"grocery_store","Atlanta",5,1.9
"grocery_store","Atlanta",6,2.2
"grocery_store","Atlanta",7,10.5
"grocery_store","Atlanta",8,17.6
"grocery_store","Atlanta",9,28.2
"grocery_store","Atlanta",10,43.3
"grocery_store","Atlanta",11,57.9
"grocery_store","Atlanta",12,69.6
"grocery_store","Atlanta",13,79.5
"grocery_store","Atlanta",14,86.3
"grocery_store","Atlanta",15,83.9
"grocery_store","Atlanta",16,100
"grocery_store","Atlanta",17,92.3
"grocery_store","Atlanta",18,90.8
"grocery_store","Atlanta",19,78
"grocery_store","Atlanta",20,58.1
"grocery_store","Atlanta",21,47.9
"grocery_store","Atlanta",22,35.5
"grocery_store","Atlanta",23,23.8
"grocery_store","Atlanta",24,22.4
"grocery_store","Atlanta",25,14.4
"grocery_store","Atlanta",26,8.4
"grocery_store","Atlanta",27,4.3
"grocery_store","Atlanta",28,0.9
"grocery_store","Atlanta",29,1.9
"grocery_store","Atlanta",30,4.3
"grocery_store","Atlanta",31,9.8
"grocery_store","Atlanta",32,20.6
"grocery_store","Atlanta",33,38.6
"grocery_store","Atlanta",34,51.2
"grocery_store","Atlanta",35,67.1
"grocery_store","Atlanta",36,76.7
"grocery_store","Atlanta",37,79.8
"grocery_store","Atlanta",38,70.1
"grocery_store","Atlanta",39,63.5
"grocery_store","Atlanta",40,50.3
"grocery_store","Atlanta",41,38.3
"grocery_store","Atlanta",42,34.3
"grocery_store","Atlanta",43,22
"grocery_store","Atlanta",44,19.3
"grocery_store","Atlanta",45,14.8
"grocery_store","Atlanta",46,15
"grocery_store","Atlanta",47,8.4
"grocery_store","Atlanta",48,5.3
"grocery_store","Atlanta",49,4
"grocery_store","Atlanta",50,1.7
"grocery_store","Atlanta",51,0.3
"grocery_store","Atlanta",52,0
"grocery_store","Atlanta",53,0.3
"grocery_store","Atlanta",54,0.6
"grocery_store","Atlanta",55,3.6
"grocery_store","Atlanta",56,7.8
"grocery_store","Atlanta",57,14
"grocery_store","Atlanta",58,16.9
"grocery_store","Atlanta",59,24.4
"grocery_store","Atlanta",60,31.5
"grocery_store","Atlanta",61,36.4
"grocery_store","Atlanta",62,43.4
"grocery_store","Atlanta",63,41.2
"grocery_store","Atlanta",64,43.8
"grocery_store","Atlanta",65,40.4
"grocery_store","Atlanta",66,39.7
"grocery_store","Atlanta",67,36.4
"grocery_store","Atlanta",68,29
"grocery_store","Atlanta",69,22.3
"grocery_store","Atlanta",70,14.8
"grocery_store","Atlanta",71,8.7
"grocery_store","Atlanta",72,8.9
"liquor_store","Atlanta",1,1.6
"liquor_store","Atlanta",2,0.9
"liquor_store","Atlanta",3,0.7
"liquor_store","Atlanta",4,0.5
"liquor_store","Atlanta",5,0
"liquor_store","Atlanta",6,0.4
"liquor_store","Atlanta",7,1.7
"liquor_store","Atlanta",8,2.5
"liquor_store","Atlanta",9,7.6
"liquor_store","Atlanta",10,11.7
"liquor_store","Atlanta",11,16.6
"liquor_store","Atlanta",12,26.2
"liquor_store","Atlanta",13,37.4
"liquor_store","Atlanta",14,53.2
"liquor_store","Atlanta",15,51.4
"liquor_store","Atlanta",16,62.8
"liquor_store","Atlanta",17,73.3
"liquor_store","Atlanta",18,82.9
"liquor_store","Atlanta",19,76.8
"liquor_store","Atlanta",20,73.9
"liquor_store","Atlanta",21,63.3
"liquor_store","Atlanta",22,61
"liquor_store","Atlanta",23,54.1
"liquor_store","Atlanta",24,26.2
"liquor_store","Atlanta",25,2.2
"liquor_store","Atlanta",26,1.7
"liquor_store","Atlanta",27,0.9
"liquor_store","Atlanta",28,0.1
"liquor_store","Atlanta",29,0.5
"liquor_store","Atlanta",30,0.9
"liquor_store","Atlanta",31,0.9
"liquor_store","Atlanta",32,1.7
"liquor_store","Atlanta",33,6.5
"liquor_store","Atlanta",34,20.7
"liquor_store","Atlanta",35,38.9
"liquor_store","Atlanta",36,53.2
"liquor_store","Atlanta",37,75.2
"liquor_store","Atlanta",38,82.2
"liquor_store","Atlanta",39,100
"liquor_store","Atlanta",40,97.4
"liquor_store","Atlanta",41,88
"liquor_store","Atlanta",42,82.5
"liquor_store","Atlanta",43,71.9
"liquor_store","Atlanta",44,62.1
"liquor_store","Atlanta",45,59.2
"liquor_store","Atlanta",46,47.6
"liquor_store","Atlanta",47,37.4
"liquor_store","Atlanta",48,11.3
"liquor_store","Atlanta",49,3.5
"liquor_store","Atlanta",50,1.1
"liquor_store","Atlanta",51,0.6
"liquor_store","Atlanta",52,0.5
"liquor_store","Atlanta",53,0.4
"liquor_store","Atlanta",54,0.4
"liquor_store","Atlanta",55,2
"liquor_store","Atlanta",56,5.4
"liquor_store","Atlanta",57,10.1
"liquor_store","Atlanta",58,14.2
"liquor_store","Atlanta",59,16
"liquor_store","Atlanta",60,24.8
"liquor_store","Atlanta",61,27.3
"liquor_store","Atlanta",62,29.2
"liquor_store","Atlanta",63,26.9
"liquor_store","Atlanta",64,27.1
"liquor_store","Atlanta",65,38
"liquor_store","Atlanta",66,50.9
"liquor_store","Atlanta",67,54
"liquor_store","Atlanta",68,46.1
"liquor_store","Atlanta",69,44.5
"liquor_store","Atlanta",70,46
"liquor_store","Atlanta",71,42
"liquor_store","Atlanta",72,36.9
"barbecue_restaurant","Austin",1,3.5
"barbecue_restaurant","Austin",2,2.5
"barbecue_restaurant","Austin",3,1.9
"barbecue_restaurant","Austin",4,0.8
"barbecue_restaurant","Austin",5,1.5
"barbecue_restaurant","Austin",6,1.9
"barbecue_restaurant","Austin",7,6.9
"barbecue_restaurant","Austin",8,18
"barbecue_restaurant","Austin",9,17.1
"barbecue_restaurant","Austin",10,31.5
"barbecue_restaurant","Austin",11,57.6
"barbecue_restaurant","Austin",12,84.8
"barbecue_restaurant","Austin",13,100
"barbecue_restaurant","Austin",14,88.1
"barbecue_restaurant","Austin",15,64.3
"barbecue_restaurant","Austin",16,64.5
"barbecue_restaurant","Austin",17,71.4
"barbecue_restaurant","Austin",18,73.3
"barbecue_restaurant","Austin",19,69.5
"barbecue_restaurant","Austin",20,41.8
"barbecue_restaurant","Austin",21,30.3
"barbecue_restaurant","Austin",22,9.4
"barbecue_restaurant","Austin",23,5.8
"barbecue_restaurant","Austin",24,0.8
"barbecue_restaurant","Austin",25,0.4
"barbecue_restaurant","Austin",26,1
"barbecue_restaurant","Austin",27,0
"barbecue_restaurant","Austin",28,0.4
"barbecue_restaurant","Austin",29,0.6
"barbecue_restaurant","Austin",30,1.5
"barbecue_restaurant","Austin",31,4.4
"barbecue_restaurant","Austin",32,10.6
"barbecue_restaurant","Austin",33,5.2
"barbecue_restaurant","Austin",34,8.4
"barbecue_restaurant","Austin",35,12.9
"barbecue_restaurant","Austin",36,12.9
"barbecue_restaurant","Austin",37,20
"barbecue_restaurant","Austin",38,11.7
"barbecue_restaurant","Austin",39,8.1
"barbecue_restaurant","Austin",40,8.8
"barbecue_restaurant","Austin",41,7.1
"barbecue_restaurant","Austin",42,5.4
"barbecue_restaurant","Austin",43,15.7
"barbecue_restaurant","Austin",44,11.7
"barbecue_restaurant","Austin",45,8.1
"barbecue_restaurant","Austin",46,4
"barbecue_restaurant","Austin",47,1.9
"barbecue_restaurant","Austin",48,7.1
"barbecue_restaurant","Austin",49,0.4
"barbecue_restaurant","Austin",50,0.8
"barbecue_restaurant","Austin",51,0
"barbecue_restaurant","Austin",52,0.2
"barbecue_restaurant","Austin",53,0.4
"barbecue_restaurant","Austin",54,2.7
"barbecue_restaurant","Austin",55,3.1
"barbecue_restaurant","Austin",56,5
"barbecue_restaurant","Austin",57,12.1
"barbecue_restaurant","Austin",58,17.3
"barbecue_restaurant","Austin",59,33
"barbecue_restaurant","Austin",60,55.1
"barbecue_restaurant","Austin",61,72.9
"barbecue_restaurant","Austin",62,53.4
"barbecue_restaurant","Austin",63,44.3
"barbecue_restaurant","Austin",64,44.9
"barbecue_restaurant","Austin",65,46.6
"barbecue_restaurant","Austin",66,63.5
"barbecue_restaurant","Austin",67,82.9
"barbecue_restaurant","Austin",68,40.1
"barbecue_restaurant","Austin",69,20.7
"barbecue_restaurant","Austin",70,19.6
"barbecue_restaurant","Austin",71,10.4
"barbecue_restaurant","Austin",72,1.9
"bakery","Baltimore",1,2.4
"bakery","Baltimore",2,1.7
"bakery","Baltimore",3,0.7
"bakery","Baltimore",4,0.6
"bakery","Baltimore",5,1.5
"bakery","Baltimore",6,4.3
"bakery","Baltimore",7,10.2
"bakery","Baltimore",8,27.4
"bakery","Baltimore",9,43.1
"bakery","Baltimore",10,48.1
"bakery","Baltimore",11,72.6
"bakery","Baltimore",12,85.2
"bakery","Baltimore",13,80
"bakery","Baltimore",14,83.7
"bakery","Baltimore",15,98
"bakery","Baltimore",16,100
"bakery","Baltimore",17,79.3
"bakery","Baltimore",18,63.3
"bakery","Baltimore",19,56.9
"bakery","Baltimore",20,32.4
"bakery","Baltimore",21,24.8
"bakery","Baltimore",22,17.6
"bakery","Baltimore",23,9.1
"bakery","Baltimore",24,5.6
"bakery","Baltimore",25,2
"bakery","Baltimore",26,1.5
"bakery","Baltimore",27,1.3
"bakery","Baltimore",28,0.6
"bakery","Baltimore",29,1.9
"bakery","Baltimore",30,6.1
"bakery","Baltimore",31,5.6
"bakery","Baltimore",32,10.9
"bakery","Baltimore",33,23
"bakery","Baltimore",34,30.2
"bakery","Baltimore",35,36.9
"bakery","Baltimore",36,43
"bakery","Baltimore",37,36.3
"bakery","Baltimore",38,33.9
"bakery","Baltimore",39,27.6
"bakery","Baltimore",40,31.1
"bakery","Baltimore",41,22
"bakery","Baltimore",42,19.1
"bakery","Baltimore",43,15.6
"bakery","Baltimore",44,11.5
"bakery","Baltimore",45,14.3
"bakery","Baltimore",46,11.1
"bakery","Baltimore",47,8.3
"bakery","Baltimore",48,3.7
"bakery","Baltimore",49,2.2
"bakery","Baltimore",50,0.7
"bakery","Baltimore",51,1.7
"bakery","Baltimore",52,0
"bakery","Baltimore",53,0.7
"bakery","Baltimore",54,2.4
"bakery","Baltimore",55,2.8
"bakery","Baltimore",56,8.9
"bakery","Baltimore",57,16.3
"bakery","Baltimore",58,24.6
"bakery","Baltimore",59,30.9
"bakery","Baltimore",60,36.9
"bakery","Baltimore",61,40.9
"bakery","Baltimore",62,50.7
"bakery","Baltimore",63,56.3
"bakery","Baltimore",64,47.4
"bakery","Baltimore",65,45.6
"bakery","Baltimore",66,37.2
"bakery","Baltimore",67,33.3
"bakery","Baltimore",68,20.9
"bakery","Baltimore",69,22.6
"bakery","Baltimore",70,16.5
"bakery","Baltimore",71,9.8
"bakery","Baltimore",72,10.2
"chinese_restaurant","Baltimore",1,0.7
"chinese_restaurant","Baltimore",2,1.5
"chinese_restaurant","Baltimore",3,0.3
"chinese_restaurant","Baltimore",4,0.6
"chinese_restaurant","Baltimore",5,0
"chinese_restaurant","Baltimore",6,0.4
"chinese_restaurant","Baltimore",7,1.3
"chinese_restaurant","Baltimore",8,4.1
"chinese_restaurant","Baltimore",9,2.8
"chinese_restaurant","Baltimore",10,8.7
"chinese_restaurant","Baltimore",11,23.7
"chinese_restaurant","Baltimore",12,50.7
"chinese_restaurant","Baltimore",13,66.7
"chinese_restaurant","Baltimore",14,50.4
"chinese_restaurant","Baltimore",15,42.4
"chinese_restaurant","Baltimore",16,38.2
"chinese_restaurant","Baltimore",17,67.9
"chinese_restaurant","Baltimore",18,100
"chinese_restaurant","Baltimore",19,86.3
"chinese_restaurant","Baltimore",20,62.5
"chinese_restaurant","Baltimore",21,32.7
"chinese_restaurant","Baltimore",22,19.6
"chinese_restaurant","Baltimore",23,14.4
"chinese_restaurant","Baltimore",24,7.7
"chinese_restaurant","Baltimore",25,5.5
"chinese_restaurant","Baltimore",26,3.6
"chinese_restaurant","Baltimore",27,0.9
"chinese_restaurant","Baltimore",28,0.4
"chinese_restaurant","Baltimore",29,0.1
"chinese_restaurant","Baltimore",30,0.3
"chinese_restaurant","Baltimore",31,0.3
"chinese_restaurant","Baltimore",32,2.6
"chinese_restaurant","Baltimore",33,3.1
"chinese_restaurant","Baltimore",34,6.5
"chinese_restaurant","Baltimore",35,20.9
"chinese_restaurant","Baltimore",36,41.6
"chinese_restaurant","Baltimore",37,44.2
"chinese_restaurant","Baltimore",38,31.1
"chinese_restaurant","Baltimore",39,27.6
"chinese_restaurant","Baltimore",40,28.5
"chinese_restaurant","Baltimore",41,36.6
"chinese_restaurant","Baltimore",42,38.5
"chinese_restaurant","Baltimore",43,26.2
"chinese_restaurant","Baltimore",44,22.1
"chinese_restaurant","Baltimore",45,14.4
"chinese_restaurant","Baltimore",46,8.1
"chinese_restaurant","Baltimore",47,3.9
"chinese_restaurant","Baltimore",48,5.8
"chinese_restaurant","Baltimore",49,3.3
"chinese_restaurant","Baltimore",50,2.6
"chinese_restaurant","Baltimore",51,2.6
"chinese_restaurant","Baltimore",52,1.2
"chinese_restaurant","Baltimore",53,0.9
"chinese_restaurant","Baltimore",54,0.4
"chinese_restaurant","Baltimore",55,0.7
"chinese_restaurant","Baltimore",56,2.5
"chinese_restaurant","Baltimore",57,5.5
"chinese_restaurant","Baltimore",58,10.9
"chinese_restaurant","Baltimore",59,23.1
"chinese_restaurant","Baltimore",60,49
"chinese_restaurant","Baltimore",61,58.3
"chinese_restaurant","Baltimore",62,55.7
"chinese_restaurant","Baltimore",63,41.4
"chinese_restaurant","Baltimore",64,42.6
"chinese_restaurant","Baltimore",65,61.6
"chinese_restaurant","Baltimore",66,95.1
"chinese_restaurant","Baltimore",67,96.9
"chinese_restaurant","Baltimore",68,60.3
"chinese_restaurant","Baltimore",69,40.7
"chinese_restaurant","Baltimore",70,32.1
"chinese_restaurant","Baltimore",71,21.5
"chinese_restaurant","Baltimore",72,10
"donut_shop","Baltimore",1,5.1
"donut_shop","Baltimore",2,2.2
"donut_shop","Baltimore",3,3.6
"donut_shop","Baltimore",4,1.5
"donut_shop","Baltimore",5,3.6
"donut_shop","Baltimore",6,24.8
"donut_shop","Baltimore",7,45.9
"donut_shop","Baltimore",8,83
"donut_shop","Baltimore",9,100
"donut_shop","Baltimore",10,94.7
"donut_shop","Baltimore",11,83.5
"donut_shop","Baltimore",12,69.7
"donut_shop","Baltimore",13,38.3
"donut_shop","Baltimore",14,48.5
"donut_shop","Baltimore",15,51.7
"donut_shop","Baltimore",16,51
"donut_shop","Baltimore",17,37.1
"donut_shop","Baltimore",18,36.7
"donut_shop","Baltimore",19,40.3
"donut_shop","Baltimore",20,27.4
"donut_shop","Baltimore",21,19.4
"donut_shop","Baltimore",22,22.3
"donut_shop","Baltimore",23,18
"donut_shop","Baltimore",24,10.7
"donut_shop","Baltimore",25,0
"donut_shop","Baltimore",26,4.6
"donut_shop","Baltimore",27,1.7
"donut_shop","Baltimore",28,1.9
"donut_shop","Baltimore",29,3.4
"donut_shop","Baltimore",30,9
"donut_shop","Baltimore",31,20.6
"donut_shop","Baltimore",32,58.7
"donut_shop","Baltimore",33,65
"donut_shop","Baltimore",34,84.7
"donut_shop","Baltimore",35,78.9
"donut_shop","Baltimore",36,59
"donut_shop","Baltimore",37,32.3
"donut_shop","Baltimore",38,46.1
"donut_shop","Baltimore",39,24.8
"donut_shop","Baltimore",40,13.3
"donut_shop","Baltimore",41,16.5
"donut_shop","Baltimore",42,21.6
"donut_shop","Baltimore",43,20.1
"donut_shop","Baltimore",44,24
"donut_shop","Baltimore",45,19.7
"donut_shop","Baltimore",46,17
"donut_shop","Baltimore",47,12.1
"donut_shop","Baltimore",48,7
"donut_shop","Baltimore",49,7
"donut_shop","Baltimore",50,2.2
"donut_shop","Baltimore",51,2.2
"donut_shop","Baltimore",52,4.6
"donut_shop","Baltimore",53,6.6
"donut_shop","Baltimore",54,17
"donut_shop","Baltimore",55,28.2
"donut_shop","Baltimore",56,53.4
"donut_shop","Baltimore",57,76.9
"donut_shop","Baltimore",58,93
"donut_shop","Baltimore",59,76.2
"donut_shop","Baltimore",60,66.3
"donut_shop","Baltimore",61,42
"donut_shop","Baltimore",62,47.8
"donut_shop","Baltimore",63,39.8
"donut_shop","Baltimore",64,43.7
"donut_shop","Baltimore",65,42
"donut_shop","Baltimore",66,31.1
"donut_shop","Baltimore",67,36.7
"donut_shop","Baltimore",68,32.5
"donut_shop","Baltimore",69,20.1
"donut_shop","Baltimore",70,23.8
"donut_shop","Baltimore",71,14.6
"donut_shop","Baltimore",72,8.5
"grocery_store","Baltimore",1,2.1
"grocery_store","Baltimore",2,1.5
"grocery_store","Baltimore",3,0.3
"grocery_store","Baltimore",4,0.1
"grocery_store","Baltimore",5,1.7
"grocery_store","Baltimore",6,5.2
"grocery_store","Baltimore",7,9.9
"grocery_store","Baltimore",8,20.7
"grocery_store","Baltimore",9,30.7
"grocery_store","Baltimore",10,48.1
"grocery_store","Baltimore",11,56.8
"grocery_store","Baltimore",12,65.3
"grocery_store","Baltimore",13,75.5
"grocery_store","Baltimore",14,77.7
"grocery_store","Baltimore",15,90.5
"grocery_store","Baltimore",16,100
"grocery_store","Baltimore",17,96.3
"grocery_store","Baltimore",18,90.9
"grocery_store","Baltimore",19,70.1
"grocery_store","Baltimore",20,55
"grocery_store","Baltimore",21,44.3
"grocery_store","Baltimore",22,27.6
"grocery_store","Baltimore",23,15.3
"grocery_store","Baltimore",24,10.8
"grocery_store","Baltimore",25,6.1
"grocery_store","Baltimore",26,3.5
"grocery_store","Baltimore",27,1.7
"grocery_store","Baltimore",28,0.8
"grocery_store","Baltimore",29,0.8
"grocery_store","Baltimore",30,4.7
"grocery_store","Baltimore",31,5.4
"grocery_store","Baltimore",32,12.3
"grocery_store","Baltimore",33,23.3
"grocery_store","Baltimore",34,37.5
"grocery_store","Baltimore",35,54.2
"grocery_store","Baltimore",36,55.8
"grocery_store","Baltimore",37,58
"grocery_store","Baltimore",38,51.9
"grocery_store","Baltimore",39,47.1
"grocery_store","Baltimore",40,38.5
"grocery_store","Baltimore",41,29.1
"grocery_store","Baltimore",42,25.3
"grocery_store","Baltimore",43,15.4
"grocery_store","Baltimore",44,10.7
"grocery_store","Baltimore",45,10.5
"grocery_store","Baltimore",46,8.3
"grocery_store","Baltimore",47,3.9
"grocery_store","Baltimore",48,2.1
"grocery_store","Baltimore",49,1.4
"grocery_store","Baltimore",50,1.2
"grocery_store","Baltimore",51,0
"grocery_store","Baltimore",52,1
"grocery_store","Baltimore",53,1
"grocery_store","Baltimore",54,2.3
"grocery_store","Baltimore",55,4.6
"grocery_store","Baltimore",56,7.4
"grocery_store","Baltimore",57,13.1
"grocery_store","Baltimore",58,20
"grocery_store","Baltimore",59,26.3
"grocery_store","Baltimore",60,35.4
"grocery_store","Baltimore",61,39.3
"grocery_store","Baltimore",62,41
"grocery_store","Baltimore",63,41
"grocery_store","Baltimore",64,39.5
"grocery_store","Baltimore",65,41.2
"grocery_store","Baltimore",66,39.3
"grocery_store","Baltimore",67,31.5
"grocery_store","Baltimore",68,27.1
"grocery_store","Baltimore",69,21.8
"grocery_store","Baltimore",70,14.3
"grocery_store","Baltimore",71,8.3
"grocery_store","Baltimore",72,6.6
"supermarket","Baltimore",1,2.2
"supermarket","Baltimore",2,0.7
"supermarket","Baltimore",3,0.9
"supermarket","Baltimore",4,0.3
"supermarket","Baltimore",5,0.8
"supermarket","Baltimore",6,3.5
"supermarket","Baltimore",7,9.9
"supermarket","Baltimore",8,21.7
"supermarket","Baltimore",9,32.4
"supermarket","Baltimore",10,47.7
"supermarket","Baltimore",11,51.5
"supermarket","Baltimore",12,69.4
"supermarket","Baltimore",13,78.9
"supermarket","Baltimore",14,81.6
"supermarket","Baltimore",15,91.4
"supermarket","Baltimore",16,100
"supermarket","Baltimore",17,96.3
"supermarket","Baltimore",18,90.9
"supermarket","Baltimore",19,70.6
"supermarket","Baltimore",20,60.8
"supermarket","Baltimore",21,45.1
"supermarket","Baltimore",22,31.9
"supermarket","Baltimore",23,21.7
"supermarket","Baltimore",24,13.8
"supermarket","Baltimore",25,4.2
"supermarket","Baltimore",26,2.4
"supermarket","Baltimore",27,0.8
"supermarket","Baltimore",28,0.3
"supermarket","Baltimore",29,1.9
"supermarket","Baltimore",30,5.2
"supermarket","Baltimore",31,10
"supermarket","Baltimore",32,22.4
"supermarket","Baltimore",33,34.7
"supermarket","Baltimore",34,46.6
"supermarket","Baltimore",35,61.7
"supermarket","Baltimore",36,57.3
"supermarket","Baltimore",37,59.8
"supermarket","Baltimore",38,53.7
"supermarket","Baltimore",39,54.2
"supermarket","Baltimore",40,40.7
"supermarket","Baltimore",41,31.2
"supermarket","Baltimore",42,20
"supermarket","Baltimore",43,17.3
"supermarket","Baltimore",44,11.5
"supermarket","Baltimore",45,7.1
"supermarket","Baltimore",46,8.7
"supermarket","Baltimore",47,6.2
"supermarket","Baltimore",48,5.9
"supermarket","Baltimore",49,1.9
"supermarket","Baltimore",50,1.2
"supermarket","Baltimore",51,0
"supermarket","Baltimore",52,0.1
"supermarket","Baltimore",53,0.6
"supermarket","Baltimore",54,2.2
"supermarket","Baltimore",55,5.8
"supermarket","Baltimore",56,8.2
"supermarket","Baltimore",57,15.4
"supermarket","Baltimore",58,22
"supermarket","Baltimore",59,28.8
"supermarket","Baltimore",60,28.3
"supermarket","Baltimore",61,39.3
"supermarket","Baltimore",62,48
"supermarket","Baltimore",63,38.7
"supermarket","Baltimore",64,38.2
"supermarket","Baltimore",65,38.4
"supermarket","Baltimore",66,36.1
"supermarket","Baltimore",67,28.4
"supermarket","Baltimore",68,20.8
"supermarket","Baltimore",69,16.8
"supermarket","Baltimore",70,15.8
"supermarket","Baltimore",71,12.4
"supermarket","Baltimore",72,7.2
"wine_store","Baltimore",1,0
"wine_store","Baltimore",2,0.4
"wine_store","Baltimore",3,0
"wine_store","Baltimore",4,0
"wine_store","Baltimore",5,0.2
"wine_store","Baltimore",6,1.8
"wine_store","Baltimore",7,4.5
"wine_store","Baltimore",8,11.9
"wine_store","Baltimore",9,21.5
"wine_store","Baltimore",10,29.5
"wine_store","Baltimore",11,47
"wine_store","Baltimore",12,56.4
"wine_store","Baltimore",13,65.3
"wine_store","Baltimore",14,78.5
"wine_store","Baltimore",15,90.6
"wine_store","Baltimore",16,91.3
"wine_store","Baltimore",17,100
"wine_store","Baltimore",18,85
"wine_store","Baltimore",19,66.2
"wine_store","Baltimore",20,53.9
"wine_store","Baltimore",21,39.8
"wine_store","Baltimore",22,30.6
"wine_store","Baltimore",23,11.9
"wine_store","Baltimore",24,3.1
"wine_store","Baltimore",25,0.2
"wine_store","Baltimore",26,0.7
"wine_store","Baltimore",27,0.9
"wine_store","Baltimore",28,0
"wine_store","Baltimore",29,0
"wine_store","Baltimore",30,0.2
"wine_store","Baltimore",31,1.6
"wine_store","Baltimore",32,2.5
"wine_store","Baltimore",33,10.7
"wine_store","Baltimore",34,18.1
"wine_store","Baltimore",35,39.8
"wine_store","Baltimore",36,43.4
"wine_store","Baltimore",37,44.5
"wine_store","Baltimore",38,50.8
"wine_store","Baltimore",39,44.3
"wine_store","Baltimore",40,47.4
"wine_store","Baltimore",41,41.6
"wine_store","Baltimore",42,20.1
"wine_store","Baltimore",43,16.6
"wine_store","Baltimore",44,9.2
"wine_store","Baltimore",45,13.9
"wine_store","Baltimore",46,12.3
"wine_store","Baltimore",47,5.4
"wine_store","Baltimore",48,2.5
"wine_store","Baltimore",49,0.9
"wine_store","Baltimore",50,0
"wine_store","Baltimore",51,0.7
"wine_store","Baltimore",52,0.4
"wine_store","Baltimore",53,0
"wine_store","Baltimore",54,0.4
"wine_store","Baltimore",55,2
"wine_store","Baltimore",56,7.8
"wine_store","Baltimore",57,17.9
"wine_store","Baltimore",58,25.5
"wine_store","Baltimore",59,29.3
"wine_store","Baltimore",60,29.8
"wine_store","Baltimore",61,29.3
"wine_store","Baltimore",62,26.4
"wine_store","Baltimore",63,34.2
"wine_store","Baltimore",64,32.7
"wine_store","Baltimore",65,38
"wine_store","Baltimore",66,36.7
"wine_store","Baltimore",67,22.1
"wine_store","Baltimore",68,16.6
"wine_store","Baltimore",69,19.5
"wine_store","Baltimore",70,20.8
"wine_store","Baltimore",71,9.6
"wine_store","Baltimore",72,5.4
"asian_grocery_store","Bay Area",1,3
"asian_grocery_store","Bay Area",2,0.9
"asian_grocery_store","Bay Area",3,0
"asian_grocery_store","Bay Area",4,0
"asian_grocery_store","Bay Area",5,0.2
"asian_grocery_store","Bay Area",6,0.7
"asian_grocery_store","Bay Area",7,3.9
"asian_grocery_store","Bay Area",8,2.8
"asian_grocery_store","Bay Area",9,16.8
"asian_grocery_store","Bay Area",10,26.8
"asian_grocery_store","Bay Area",11,32.4
"asian_grocery_store","Bay Area",12,54.2
"asian_grocery_store","Bay Area",13,63.3
"asian_grocery_store","Bay Area",14,70
"asian_grocery_store","Bay Area",15,74.3
"asian_grocery_store","Bay Area",16,80.6
"asian_grocery_store","Bay Area",17,100
"asian_grocery_store","Bay Area",18,96.5
"asian_grocery_store","Bay Area",19,79
"asian_grocery_store","Bay Area",20,59.4
"asian_grocery_store","Bay Area",21,29.4
"asian_grocery_store","Bay Area",22,7.6
"asian_grocery_store","Bay Area",23,3.9
"asian_grocery_store","Bay Area",24,5.4
"asian_grocery_store","Bay Area",25,3.2
"asian_grocery_store","Bay Area",26,1.3
"asian_grocery_store","Bay Area",27,0.9
"asian_grocery_store","Bay Area",28,0.6
"asian_grocery_store","Bay Area",29,0.6
"asian_grocery_store","Bay Area",30,1.9
"asian_grocery_store","Bay Area",31,1.5
"asian_grocery_store","Bay Area",32,2.2
"asian_grocery_store","Bay Area",33,18.8
"asian_grocery_store","Bay Area",34,41
"asian_grocery_store","Bay Area",35,72.3
"asian_grocery_store","Bay Area",36,71.5
"asian_grocery_store","Bay Area",37,74.1
"asian_grocery_store","Bay Area",38,67.8
"asian_grocery_store","Bay Area",39,72.6
"asian_grocery_store","Bay Area",40,68
"asian_grocery_store","Bay Area",41,57.4
"asian_grocery_store","Bay Area",42,47.3
"asian_grocery_store","Bay Area",43,33.5
"asian_grocery_store","Bay Area",44,28.1
"asian_grocery_store","Bay Area",45,13.2
"asian_grocery_store","Bay Area",46,7.8
"asian_grocery_store","Bay Area",47,6.9
"asian_grocery_store","Bay Area",48,4.3
"asian_grocery_store","Bay Area",49,2.8
"asian_grocery_store","Bay Area",50,1.3
"asian_grocery_store","Bay Area",51,1.9
"asian_grocery_store","Bay Area",52,1.7
"asian_grocery_store","Bay Area",53,1.1
"asian_grocery_store","Bay Area",54,0.4
"asian_grocery_store","Bay Area",55,1.3
"asian_grocery_store","Bay Area",56,2.8
"asian_grocery_store","Bay Area",57,11.7
"asian_grocery_store","Bay Area",58,17.5
"asian_grocery_store","Bay Area",59,33.9
"asian_grocery_store","Bay Area",60,39.5
"asian_grocery_store","Bay Area",61,52.1
"asian_grocery_store","Bay Area",62,52.1
"asian_grocery_store","Bay Area",63,60
"asian_grocery_store","Bay Area",64,60.1
"asian_grocery_store","Bay Area",65,68
"asian_grocery_store","Bay Area",66,60.9
"asian_grocery_store","Bay Area",67,52
"asian_grocery_store","Bay Area",68,33
"asian_grocery_store","Bay Area",69,20.7
"asian_grocery_store","Bay Area",70,11
"asian_grocery_store","Bay Area",71,6.3
"asian_grocery_store","Bay Area",72,3.2
"chinese_restaurant","Bay Area",1,2
"chinese_restaurant","Bay Area",2,0.8
"chinese_restaurant","Bay Area",3,0.2
"chinese_restaurant","Bay Area",4,0
"chinese_restaurant","Bay Area",5,0.2
"chinese_restaurant","Bay Area",6,0.6
"chinese_restaurant","Bay Area",7,0.5
"chinese_restaurant","Bay Area",8,3.5
"chinese_restaurant","Bay Area",9,4
